target_url,branch,agency,bureau,base_domain_pulse,source_list_federal_domains,source_list_pulse,source_list_dap,source_list_omb_idea,source_list_eotw,source_list_usagov,source_list_gov_man,source_list_uscourts,source_list_oira,source_list_mil_1,source_list_mil_2,omb_idea_public,base_domain,top_level_domain
nissgateway.lanl.gov,,,,lanl.gov,false,true,false,false,false,false,false,false,false,false,false,,lanl.gov,gov
oceans11-insider-f5.lanl.gov,,,,lanl.gov,false,true,false,false,false,false,false,false,false,false,false,,lanl.gov,gov
oceans11.lanl.gov,,,,lanl.gov,false,true,false,false,false,false,false,false,false,false,false,,lanl.gov,gov
ops.cfl.lanl.gov,,,,lanl.gov,false,true,false,false,false,false,false,false,false,false,false,,lanl.gov,gov
osrp.lanl.gov,,,,lanl.gov,false,true,false,true,true,false,false,false,false,false,false,true,lanl.gov,gov
osrpis.lanl.gov,,,,lanl.gov,false,true,false,false,false,false,false,false,false,false,false,,lanl.gov,gov
p2.lanl.gov,,,,lanl.gov,false,true,false,false,false,false,false,false,false,false,false,,lanl.gov,gov
p25-f5.lanl.gov,,,,lanl.gov,false,true,false,false,false,false,false,false,false,false,false,,lanl.gov,gov
p25ext.lanl.gov,,,,lanl.gov,false,true,false,false,false,false,false,false,false,false,false,,lanl.gov,gov
panic05.lanl.gov,,,,lanl.gov,false,true,false,false,false,false,false,false,false,false,false,,lanl.gov,gov
peakeasy.lanl.gov,,,,lanl.gov,false,true,false,true,false,false,false,false,false,false,false,false,lanl.gov,gov
periodic.lanl.gov,,,,lanl.gov,false,true,false,true,false,false,false,false,false,false,false,false,lanl.gov,gov
permalink.lanl.gov,,,,lanl.gov,false,true,false,true,false,false,false,false,false,false,false,false,lanl.gov,gov
persec2.lanl.gov,,,,lanl.gov,false,true,false,false,false,false,false,false,false,false,false,,lanl.gov,gov
phage-beta-f5.lanl.gov,,,,lanl.gov,false,true,false,false,false,false,false,false,false,false,false,,lanl.gov,gov
phage-f5.lanl.gov,,,,lanl.gov,false,true,false,true,false,false,false,false,false,false,false,false,lanl.gov,gov
phonebook-y.lanl.gov,,,,lanl.gov,false,true,false,false,false,false,false,false,false,false,false,,lanl.gov,gov
phonebook-yellow.lanl.gov,,,,lanl.gov,false,true,false,false,false,false,false,false,false,false,false,,lanl.gov,gov
phonebook.lanl.gov,,,,lanl.gov,false,true,false,true,false,false,false,false,false,false,false,true,lanl.gov,gov
plasma.lanl.gov,,,,lanl.gov,false,true,false,true,false,false,false,false,false,false,false,true,lanl.gov,gov
pliny.lanl.gov,,,,lanl.gov,false,true,false,false,false,false,false,false,false,false,false,,lanl.gov,gov
plumecalc.lanl.gov,,,,lanl.gov,false,true,false,true,false,false,false,false,false,false,false,false,lanl.gov,gov
policies.lanl.gov,,,,lanl.gov,false,true,false,false,false,false,false,false,false,false,false,,lanl.gov,gov
policy.lanl.gov,,,,lanl.gov,false,true,false,false,false,false,false,false,false,false,false,,lanl.gov,gov
portal.lanl.gov,,,,lanl.gov,false,true,false,false,false,false,false,false,false,false,false,,lanl.gov,gov
proxied-aolani-f5.lanl.gov,,,,lanl.gov,false,true,false,false,false,false,false,false,false,false,false,,lanl.gov,gov
proxied-astroweb-f5.lanl.gov,,,,lanl.gov,false,true,false,false,false,false,false,false,false,false,false,,lanl.gov,gov
proxied-bwccbmsurvey-f5.lanl.gov,,,,lanl.gov,false,true,false,false,false,false,false,false,false,false,false,,lanl.gov,gov
proxied-global-metagenomics-f5.lanl.gov,,,,lanl.gov,false,true,false,false,false,false,false,false,false,false,false,,lanl.gov,gov
proxied-iis-f5.lanl.gov,,,,lanl.gov,false,true,false,false,false,false,false,false,false,false,false,,lanl.gov,gov
proxied-laacg-f5.lanl.gov,,,,lanl.gov,false,true,false,false,false,false,false,false,false,false,false,,lanl.gov,gov
proxied-lansce-f5.lanl.gov,,,,lanl.gov,false,true,false,false,false,false,false,false,false,false,false,,lanl.gov,gov
proxied-lansceoperations-f5.lanl.gov,,,,lanl.gov,false,true,false,false,false,false,false,false,false,false,false,,lanl.gov,gov
proxied-mattermost-f5.lanl.gov,,,,lanl.gov,false,true,false,false,false,false,false,false,false,false,false,,lanl.gov,gov
proxied-nsddst-f5.lanl.gov,,,,lanl.gov,false,true,false,false,false,false,false,false,false,false,false,,lanl.gov,gov
proxied-osrpis-f5.lanl.gov,,,,lanl.gov,false,true,false,false,false,false,false,false,false,false,false,,lanl.gov,gov
proxied-peakeasy-f5.lanl.gov,,,,lanl.gov,false,true,false,false,false,false,false,false,false,false,false,,lanl.gov,gov
proxied-radassessor-f5.lanl.gov,,,,lanl.gov,false,true,false,false,false,false,false,false,false,false,false,,lanl.gov,gov
proxied-scars-f5.lanl.gov,,,,lanl.gov,false,true,false,false,false,false,false,false,false,false,false,,lanl.gov,gov
proxied-supernova-f5.lanl.gov,,,,lanl.gov,false,true,false,false,false,false,false,false,false,false,false,,lanl.gov,gov
proxyapps.lanl.gov,,,,lanl.gov,false,true,false,false,false,false,false,false,false,false,false,,lanl.gov,gov
public.lanl.gov,,,,lanl.gov,false,true,false,true,false,false,false,false,false,false,false,false,lanl.gov,gov
purl.lanl.gov,,,,lanl.gov,false,true,false,false,false,false,false,false,false,false,false,,lanl.gov,gov
pyfehm.lanl.gov,,,,lanl.gov,false,true,false,true,false,false,false,false,false,false,false,false,lanl.gov,gov
q-a.lanl.gov,,,,lanl.gov,false,true,false,false,false,false,false,false,false,false,false,,lanl.gov,gov
qist.lanl.gov,,,,lanl.gov,false,true,false,true,false,false,false,false,false,false,false,true,lanl.gov,gov
quantum.lanl.gov,,,,lanl.gov,false,true,false,true,false,false,false,false,false,false,false,true,lanl.gov,gov
quantumdot.lanl.gov,,,,lanl.gov,false,true,false,true,false,false,false,false,false,false,false,true,lanl.gov,gov
racktables-darwin.lanl.gov,,,,lanl.gov,false,true,false,false,false,false,false,false,false,false,false,,lanl.gov,gov
radassessor.lanl.gov,,,,lanl.gov,false,true,false,false,false,false,false,false,false,false,false,,lanl.gov,gov
rbsp-ect.lanl.gov,,,,lanl.gov,false,true,false,false,false,false,false,false,false,false,false,,lanl.gov,gov
recharge.lanl.gov,,,,lanl.gov,false,true,false,false,false,false,false,false,false,false,false,,lanl.gov,gov
register-yellow.lanl.gov,,,,lanl.gov,false,true,false,false,false,false,false,false,false,false,false,,lanl.gov,gov
register.lanl.gov,,,,lanl.gov,false,true,false,false,false,false,false,false,false,false,false,,lanl.gov,gov
reliability.lanl.gov,,,,lanl.gov,false,true,false,false,false,false,false,false,false,false,false,,lanl.gov,gov
reportit.lanl.gov,,,,lanl.gov,false,true,false,false,false,false,false,false,false,false,false,,lanl.gov,gov
research-online.lanl.gov,,,,lanl.gov,false,true,false,false,false,false,false,false,false,false,false,,lanl.gov,gov
rhusd.lanl.gov,,,,lanl.gov,false,true,false,false,false,false,false,false,false,false,false,,lanl.gov,gov
rt1.voip.lanl.gov,,,,lanl.gov,false,true,false,false,false,false,false,false,false,false,false,,lanl.gov,gov
science.lanl.gov,,,,lanl.gov,false,true,false,false,false,false,false,false,false,false,false,,lanl.gov,gov
seaborg.lanl.gov,,,,lanl.gov,false,true,false,false,false,false,false,false,false,false,false,,lanl.gov,gov
searcher-green.lanl.gov,,,,lanl.gov,false,true,false,true,false,false,false,false,false,false,false,false,lanl.gov,gov
searcher.lanl.gov,,,,lanl.gov,false,true,false,false,false,false,false,false,false,false,false,,lanl.gov,gov
sequedex.lanl.gov,,,,lanl.gov,false,true,false,true,false,false,false,false,false,false,false,true,lanl.gov,gov
simx.lanl.gov,,,,lanl.gov,false,true,false,true,false,false,false,false,false,false,false,true,lanl.gov,gov
sip.lanl.gov,,,,lanl.gov,false,true,false,false,false,false,false,false,false,false,false,,lanl.gov,gov
skydot.lanl.gov,,,,lanl.gov,false,true,false,false,false,false,false,false,false,false,false,,lanl.gov,gov
skyspark.lanl.gov,,,,lanl.gov,false,true,false,false,false,false,false,false,false,false,false,,lanl.gov,gov
solve-green-f5.lanl.gov,,,,lanl.gov,false,true,false,false,false,false,false,false,false,false,false,,lanl.gov,gov
solve.lanl.gov,,,,lanl.gov,false,true,false,true,false,false,false,false,false,false,false,false,lanl.gov,gov
sp2013-p-f5.lanl.gov,,,,lanl.gov,false,true,false,false,false,false,false,false,false,false,false,,lanl.gov,gov
sp2013-p-hns-f5.lanl.gov,,,,lanl.gov,false,true,false,false,false,false,false,false,false,false,false,,lanl.gov,gov
sp2013-p-redirects-f5.lanl.gov,,,,lanl.gov,false,true,false,false,false,false,false,false,false,false,false,,lanl.gov,gov
sp2013-p-ssf-f5-oce.lanl.gov,,,,lanl.gov,false,true,false,false,false,false,false,false,false,false,false,,lanl.gov,gov
sp2013-p-ssf-f5.lanl.gov,,,,lanl.gov,false,true,false,false,false,false,false,false,false,false,false,,lanl.gov,gov
sp2013-p-ws01-f5.lanl.gov,,,,lanl.gov,false,true,false,false,false,false,false,false,false,false,false,,lanl.gov,gov
spiderwiki-web-f5.lanl.gov,,,,lanl.gov,false,true,false,false,false,false,false,false,false,false,false,,lanl.gov,gov
stat.lanl.gov,,,,lanl.gov,false,true,false,false,false,false,false,false,false,false,false,,lanl.gov,gov
stevens-f5.lanl.gov,,,,lanl.gov,false,true,false,false,false,false,false,false,false,false,false,,lanl.gov,gov
swap.lanl.gov,,,,lanl.gov,false,true,false,false,false,false,false,false,false,false,false,,lanl.gov,gov
swepam.lanl.gov,,,,lanl.gov,false,true,false,false,false,false,false,false,false,false,false,,lanl.gov,gov
swoops.lanl.gov,,,,lanl.gov,false,true,false,false,false,false,false,false,false,false,false,,lanl.gov,gov
swx-school.lanl.gov,,,,lanl.gov,false,true,false,false,false,false,false,false,false,false,false,,lanl.gov,gov
t10.lanl.gov,,,,lanl.gov,false,true,false,false,false,false,false,false,false,false,false,,lanl.gov,gov
t2.lanl.gov,,,,lanl.gov,false,true,false,true,false,false,false,false,false,false,false,true,lanl.gov,gov
telluride.lanl.gov,,,,lanl.gov,false,true,false,false,false,false,false,false,false,false,false,,lanl.gov,gov
tf.lanl.gov,,,,lanl.gov,false,true,false,false,false,false,false,false,false,false,false,,lanl.gov,gov
tiger.lanl.gov,,,,lanl.gov,false,true,false,true,false,false,false,false,false,false,false,false,lanl.gov,gov
togalanl.lanl.gov,,,,lanl.gov,false,true,false,false,false,false,false,false,false,false,false,,lanl.gov,gov
transfer-4.lanl.gov,,,,lanl.gov,false,true,false,false,false,false,false,false,false,false,false,,lanl.gov,gov
transfer-g.lanl.gov,,,,lanl.gov,false,true,false,false,false,false,false,false,false,false,false,,lanl.gov,gov
transfer-green-4-f5.lanl.gov,,,,lanl.gov,false,true,false,false,false,false,false,false,false,false,false,,lanl.gov,gov
transfer-green-f5.lanl.gov,,,,lanl.gov,false,true,false,false,false,false,false,false,false,false,false,,lanl.gov,gov
transfer.lanl.gov,,,,lanl.gov,false,true,false,true,false,false,false,false,false,false,false,false,lanl.gov,gov
tri-lab.lanl.gov,,,,lanl.gov,false,true,false,false,false,false,false,false,false,false,false,,lanl.gov,gov
tweedle.lanl.gov,,,,lanl.gov,false,true,false,false,false,false,false,false,false,false,false,,lanl.gov,gov
tweety.lanl.gov,,,,lanl.gov,false,true,false,false,false,false,false,false,false,false,false,,lanl.gov,gov
uem-dynamics.win.lanl.gov,,,,lanl.gov,false,true,false,false,false,false,false,false,false,false,false,,lanl.gov,gov
utrain.lanl.gov,,,,lanl.gov,false,true,false,false,false,false,false,false,false,false,false,,lanl.gov,gov
viz.lanl.gov,,,,lanl.gov,false,true,false,false,false,false,false,false,false,false,false,,lanl.gov,gov
w10-f5.lanl.gov,,,,lanl.gov,false,true,false,false,false,false,false,false,false,false,false,,lanl.gov,gov
w11-f5.lanl.gov,,,,lanl.gov,false,true,false,true,false,false,false,false,false,false,false,false,lanl.gov,gov
w12-f5.lanl.gov,,,,lanl.gov,false,true,false,true,false,false,false,false,false,false,false,true,lanl.gov,gov
w2.lanl.gov,,,,lanl.gov,false,true,false,false,false,false,false,false,false,false,false,,lanl.gov,gov
w5.lanl.gov,,,,lanl.gov,false,true,false,false,false,false,false,false,false,false,false,,lanl.gov,gov
waitaha-f5.lanl.gov,,,,lanl.gov,false,true,false,false,false,false,false,false,false,false,false,,lanl.gov,gov
walkabout.lanl.gov,,,,lanl.gov,false,true,false,true,false,false,false,false,false,false,false,false,lanl.gov,gov
wcats5prod.lanl.gov,,,,lanl.gov,false,true,false,false,false,false,false,false,false,false,false,,lanl.gov,gov
weather.lanl.gov,,,,lanl.gov,false,true,false,false,false,false,false,false,false,false,false,,lanl.gov,gov
web-nsdd-f5.lanl.gov,,,,lanl.gov,false,true,false,false,false,false,false,false,false,false,false,,lanl.gov,gov
web-osrp-f5.lanl.gov,,,,lanl.gov,false,true,false,false,false,false,false,false,false,false,false,,lanl.gov,gov
webcms.lanl.gov,,,,lanl.gov,false,true,false,false,false,false,false,false,false,false,false,,lanl.gov,gov
weblogin-green-f5.lanl.gov,,,,lanl.gov,false,true,false,false,false,false,false,false,false,false,false,,lanl.gov,gov
weblogin-yellow.lanl.gov,,,,lanl.gov,false,true,false,false,false,false,false,false,false,false,false,,lanl.gov,gov
weblogin.lanl.gov,,,,lanl.gov,false,true,false,true,false,false,false,false,false,false,false,false,lanl.gov,gov
webmail.lanl.gov,,,,lanl.gov,false,true,false,false,false,false,false,false,false,false,false,,lanl.gov,gov
webmail1.lanl.gov,,,,lanl.gov,false,true,false,false,false,false,false,false,false,false,false,,lanl.gov,gov
wells.lanl.gov,,,,lanl.gov,false,true,false,true,false,false,false,false,false,false,false,false,lanl.gov,gov
wlgt-f5.lanl.gov,,,,lanl.gov,false,true,false,false,false,false,false,false,false,false,false,,lanl.gov,gov
wnr-web-f5.lanl.gov,,,,lanl.gov,false,true,false,false,false,false,false,false,false,false,false,,lanl.gov,gov
wnr.lanl.gov,,,,lanl.gov,false,true,false,false,false,false,false,false,false,false,false,,lanl.gov,gov
wowza.lanl.gov,,,,lanl.gov,false,true,false,false,false,false,false,false,false,false,false,,lanl.gov,gov
wsx.lanl.gov,,,,lanl.gov,false,true,false,false,false,false,false,false,false,false,false,,lanl.gov,gov
www-builder.lanl.gov,,,,lanl.gov,false,true,false,false,false,false,false,false,false,false,false,,lanl.gov,gov
www-green.lanl.gov,,,,lanl.gov,false,true,false,true,false,false,false,false,false,false,false,false,lanl.gov,gov
www-xdiv.lanl.gov,,,,lanl.gov,false,true,false,true,false,false,false,false,false,false,false,false,lanl.gov,gov
xweb.lanl.gov,,,,lanl.gov,false,true,false,false,false,false,false,false,false,false,false,,lanl.gov,gov
xxx.lanl.gov,,,,lanl.gov,false,true,false,false,false,false,false,false,false,false,false,,lanl.gov,gov
yellowcab-green-f5.lanl.gov,,,,lanl.gov,false,true,false,false,false,false,false,false,false,false,false,,lanl.gov,gov
yellowcab-yellow.lanl.gov,,,,lanl.gov,false,true,false,false,false,false,false,false,false,false,false,,lanl.gov,gov
yellowcab.lanl.gov,,,,lanl.gov,false,true,false,true,false,false,false,false,false,false,false,false,lanl.gov,gov
2nd-joint-icfa-icuil-workshop.lbl.gov,,,,lbl.gov,false,true,false,false,false,false,false,false,false,false,false,,lbl.gov,gov
aac08.lbl.gov,,,,lbl.gov,false,true,false,false,false,false,false,false,false,false,false,,lbl.gov,gov
abc.lbl.gov,,,,lbl.gov,false,true,false,true,false,false,false,false,false,false,false,true,lbl.gov,gov
abpdu.lbl.gov,,,,lbl.gov,false,true,false,true,false,false,false,false,false,false,false,true,lbl.gov,gov
accelerators.lbl.gov,,,,lbl.gov,false,true,false,false,false,false,false,false,false,false,false,,lbl.gov,gov
accidentreport.lbl.gov,,,,lbl.gov,false,true,false,false,false,false,false,false,false,false,false,,lbl.gov,gov
acs.lbl.gov,,,,lbl.gov,false,true,false,false,false,false,false,false,false,false,false,,lbl.gov,gov
actinide.lbl.gov,,,,lbl.gov,false,true,false,false,false,false,false,false,false,false,false,,lbl.gov,gov
aether.lbl.gov,,,,lbl.gov,false,true,false,true,false,false,false,false,false,false,false,true,lbl.gov,gov
afcs.lbl.gov,,,,lbl.gov,false,true,false,false,false,false,false,false,false,false,false,,lbl.gov,gov
afrd.lbl.gov,,,,lbl.gov,false,true,false,false,false,false,false,false,false,false,false,,lbl.gov,gov
agilebio.lbl.gov,,,,lbl.gov,false,true,false,false,false,false,false,false,false,false,false,,lbl.gov,gov
ahif.lbl.gov,,,,lbl.gov,false,true,false,false,false,false,false,false,false,false,false,,lbl.gov,gov
ait.lbl.gov,,,,lbl.gov,false,true,false,false,false,false,false,false,false,false,false,,lbl.gov,gov
akmeier.lbl.gov,,,,lbl.gov,false,true,false,false,false,false,false,false,false,false,false,,lbl.gov,gov
albedomap.lbl.gov,,,,lbl.gov,false,true,false,true,false,false,false,false,false,false,false,true,lbl.gov,gov
alice2009april.lbl.gov,,,,lbl.gov,false,true,false,false,false,false,false,false,false,false,false,,lbl.gov,gov
allaccess.lbl.gov,,,,lbl.gov,false,true,false,true,false,false,false,false,false,false,false,true,lbl.gov,gov
als-enable.lbl.gov,,,,lbl.gov,false,true,false,false,false,false,false,false,false,false,false,,lbl.gov,gov
als-esaf.lbl.gov,,,,lbl.gov,false,true,false,false,false,false,false,false,false,false,false,,lbl.gov,gov
als.lbl.gov,,,,lbl.gov,false,true,false,true,true,false,false,false,false,false,false,true,lbl.gov,gov
alsbl332.lbl.gov,,,,lbl.gov,false,true,false,false,false,false,false,false,false,false,false,,lbl.gov,gov
alsdiffim.lbl.gov,,,,lbl.gov,false,true,false,false,false,false,false,false,false,false,false,,lbl.gov,gov
alseng.lbl.gov,,,,lbl.gov,false,true,false,false,false,false,false,false,false,false,false,,lbl.gov,gov
alshub.als.lbl.gov,,,,lbl.gov,false,true,false,true,false,false,false,false,false,false,false,true,lbl.gov,gov
alsintra.lbl.gov,,,,lbl.gov,false,true,false,false,false,false,false,false,false,false,false,,lbl.gov,gov
alsprocedures.lbl.gov,,,,lbl.gov,false,true,false,false,false,false,false,false,false,false,false,,lbl.gov,gov
alsscheduler.lbl.gov,,,,lbl.gov,false,true,false,false,false,false,false,false,false,false,false,,lbl.gov,gov
alsusweb.lbl.gov,,,,lbl.gov,false,true,false,true,false,false,false,false,false,false,false,false,lbl.gov,gov
alvarezphysicsmemos.lbl.gov,,,,lbl.gov,false,true,false,true,false,false,false,false,false,false,false,true,lbl.gov,gov
amac.lbl.gov,,,,lbl.gov,false,true,false,true,false,false,false,false,false,false,false,true,lbl.gov,gov
amendmentipa.lbl.gov,,,,lbl.gov,false,true,false,false,false,false,false,false,false,false,false,,lbl.gov,gov
ameriflux-data.lbl.gov,,,,lbl.gov,false,true,false,true,false,false,false,false,false,false,false,false,lbl.gov,gov
ameriflux.lbl.gov,,,,lbl.gov,false,true,false,true,false,false,false,false,false,false,false,true,lbl.gov,gov
amo-csd.lbl.gov,,,,lbl.gov,false,true,false,true,false,false,false,false,false,false,false,true,lbl.gov,gov
amos.lbl.gov,,,,lbl.gov,false,true,false,true,false,false,false,false,false,false,false,true,lbl.gov,gov
ams.lbl.gov,,,,lbl.gov,false,true,false,false,false,false,false,false,false,false,false,,lbl.gov,gov
anag-repo.lbl.gov,,,,lbl.gov,false,true,false,true,false,false,false,false,false,false,false,true,lbl.gov,gov
anderson.lbl.gov,,,,lbl.gov,false,true,false,false,false,false,false,false,false,false,false,,lbl.gov,gov
annwm.lbl.gov,,,,lbl.gov,false,true,false,false,false,false,false,false,false,false,false,,lbl.gov,gov
anp.lbl.gov,,,,lbl.gov,false,true,false,true,false,false,false,false,false,false,false,true,lbl.gov,gov
ap.lbl.gov,,,,lbl.gov,false,true,false,false,false,false,false,false,false,false,false,,lbl.gov,gov
api-dev.ess-dive.lbl.gov,,,,lbl.gov,false,true,false,false,false,false,false,false,false,false,false,,lbl.gov,gov
api-sandbox.ess-dive.lbl.gov,,,,lbl.gov,false,true,false,false,false,false,false,false,false,false,false,,lbl.gov,gov
api-stage.ess-dive.lbl.gov,,,,lbl.gov,false,true,false,false,false,false,false,false,false,false,false,,lbl.gov,gov
api.ess-dive.lbl.gov,,,,lbl.gov,false,true,false,false,false,false,false,false,false,false,false,,lbl.gov,gov
apscanprd.lbl.gov,,,,lbl.gov,false,true,false,false,false,false,false,false,false,false,false,,lbl.gov,gov
arsenic.lbl.gov,,,,lbl.gov,false,true,false,false,false,false,false,false,false,false,false,,lbl.gov,gov
artrosenfeld.lbl.gov,,,,lbl.gov,false,true,false,false,false,false,false,false,false,false,false,,lbl.gov,gov
asense.lbl.gov,,,,lbl.gov,false,true,false,true,false,false,false,false,false,false,false,true,lbl.gov,gov
askus.lbl.gov,,,,lbl.gov,false,true,false,false,false,false,false,false,false,false,false,,lbl.gov,gov
atap.lbl.gov,,,,lbl.gov,false,true,false,false,false,false,false,false,false,false,false,,lbl.gov,gov
ateam.lbl.gov,,,,lbl.gov,false,true,false,false,false,false,false,false,false,false,false,,lbl.gov,gov
atgc.lbl.gov,,,,lbl.gov,false,true,false,false,false,false,false,false,false,false,false,,lbl.gov,gov
atlaswiki.lbl.gov,,,,lbl.gov,false,true,false,true,false,false,false,false,false,false,false,true,lbl.gov,gov
audit.lbl.gov,,,,lbl.gov,false,true,false,true,false,false,false,false,false,false,false,true,lbl.gov,gov
auerlab.lbl.gov,,,,lbl.gov,false,true,false,false,false,false,false,false,false,false,false,,lbl.gov,gov
azad.lbl.gov,,,,lbl.gov,false,true,false,false,false,false,false,false,false,false,false,,lbl.gov,gov
babe.lbl.gov,,,,lbl.gov,false,true,false,false,false,false,false,false,false,false,false,,lbl.gov,gov
backupcare.lbl.gov,,,,lbl.gov,false,true,false,false,false,false,false,false,false,false,false,,lbl.gov,gov
bam.lbl.gov,,,,lbl.gov,false,true,false,false,false,false,false,false,false,false,false,,lbl.gov,gov
bapts.lbl.gov,,,,lbl.gov,false,true,false,true,false,false,false,false,false,false,false,true,lbl.gov,gov
battaglia.lbl.gov,,,,lbl.gov,false,true,false,false,false,false,false,false,false,false,false,,lbl.gov,gov
baycam.lbl.gov,,,,lbl.gov,false,true,false,true,false,false,false,false,false,false,false,true,lbl.gov,gov
bccp.lbl.gov,,,,lbl.gov,false,true,false,true,false,false,false,false,false,false,false,true,lbl.gov,gov
bcmt.lbl.gov,,,,lbl.gov,false,true,false,false,false,false,false,false,false,false,false,,lbl.gov,gov
bcsb-web-2.als.lbl.gov,,,,lbl.gov,false,true,false,false,false,false,false,false,false,false,false,,lbl.gov,gov
bcsb-web.als.lbl.gov,,,,lbl.gov,false,true,false,false,false,false,false,false,false,false,false,,lbl.gov,gov
bcsb.als.lbl.gov,,,,lbl.gov,false,true,false,true,false,false,false,false,false,false,false,true,lbl.gov,gov
bcsb.lbl.gov,,,,lbl.gov,false,true,false,false,false,false,false,false,false,false,false,,lbl.gov,gov
bcsweb.als.lbl.gov,,,,lbl.gov,false,true,false,false,false,false,false,false,false,false,false,,lbl.gov,gov
bdc.lbl.gov,,,,lbl.gov,false,true,false,true,false,false,false,false,false,false,false,true,lbl.gov,gov
bedes.lbl.gov,,,,lbl.gov,false,true,false,true,true,false,false,false,false,false,false,true,lbl.gov,gov
behavior.lbl.gov,,,,lbl.gov,false,true,false,true,false,false,false,false,false,false,false,true,lbl.gov,gov
behavioranalytics.lbl.gov,,,,lbl.gov,false,true,false,true,false,false,false,false,false,false,false,true,lbl.gov,gov
bella.lbl.gov,,,,lbl.gov,false,true,false,false,false,false,false,false,false,false,false,,lbl.gov,gov
berkeleyearth.lbl.gov,,,,lbl.gov,false,true,false,false,false,false,false,false,false,false,false,,lbl.gov,gov
berkeleylabexperts.lbl.gov,,,,lbl.gov,false,true,false,true,false,false,false,false,false,false,false,true,lbl.gov,gov
berkeleyquantum.lbl.gov,,,,lbl.gov,false,true,false,false,false,false,false,false,false,false,false,,lbl.gov,gov
bestar.lbl.gov,,,,lbl.gov,false,true,false,true,false,false,false,false,false,false,false,true,lbl.gov,gov
bicoid.lbl.gov,,,,lbl.gov,false,true,false,true,false,false,false,false,false,false,false,true,lbl.gov,gov
big.lbl.gov,,,,lbl.gov,false,true,false,false,false,false,false,false,false,false,false,,lbl.gov,gov
bigboss.lbl.gov,,,,lbl.gov,false,true,false,false,false,false,false,false,false,false,false,,lbl.gov,gov
bikes.lbl.gov,,,,lbl.gov,false,true,false,false,false,false,false,false,false,false,false,,lbl.gov,gov
bioepic.lbl.gov,,,,lbl.gov,false,true,false,true,false,false,false,false,false,false,false,true,lbl.gov,gov
bioimaging.lbl.gov,,,,lbl.gov,false,true,false,false,false,false,false,false,false,false,false,,lbl.gov,gov
biosciences.lbl.gov,,,,lbl.gov,false,true,false,true,false,false,false,false,false,false,false,true,lbl.gov,gov
biosciopsatberkeley.lbl.gov,,,,lbl.gov,false,true,false,false,false,false,false,false,false,false,false,,lbl.gov,gov
biospice.lbl.gov,,,,lbl.gov,false,true,false,false,false,false,false,false,false,false,false,,lbl.gov,gov
bl1231.als.lbl.gov,,,,lbl.gov,false,true,false,true,false,false,false,false,false,false,false,true,lbl.gov,gov
bl8.lbl.gov,,,,lbl.gov,false,true,false,false,false,false,false,false,false,false,false,,lbl.gov,gov
bl831.als.lbl.gov,,,,lbl.gov,false,true,false,true,false,false,false,false,false,false,false,true,lbl.gov,gov
bl831a.als.lbl.gov,,,,lbl.gov,false,true,false,false,false,false,false,false,false,false,false,,lbl.gov,gov
blast.lbl.gov,,,,lbl.gov,false,true,false,true,false,false,false,false,false,false,false,true,lbl.gov,gov
bli5.lbl.gov,,,,lbl.gov,false,true,false,true,false,false,false,false,false,false,false,true,lbl.gov,gov
blsc.lbl.gov,,,,lbl.gov,false,true,false,false,false,false,false,false,false,false,false,,lbl.gov,gov
blt.lbl.gov,,,,lbl.gov,false,true,false,false,false,false,false,false,false,false,false,,lbl.gov,gov
bmr.lbl.gov,,,,lbl.gov,false,true,false,true,false,false,false,false,false,false,false,true,lbl.gov,gov
boa.lbl.gov,,,,lbl.gov,false,true,false,false,false,false,false,false,false,false,false,,lbl.gov,gov
bom.lbl.gov,,,,lbl.gov,false,true,false,false,false,false,false,false,false,false,false,,lbl.gov,gov
boss2013.lbl.gov,,,,lbl.gov,false,true,false,true,false,false,false,false,false,false,false,true,lbl.gov,gov
boss2014.lbl.gov,,,,lbl.gov,false,true,false,true,false,false,false,false,false,false,false,true,lbl.gov,gov
bosshog.lbl.gov,,,,lbl.gov,false,true,false,true,false,false,false,false,false,false,false,true,lbl.gov,gov
bouchardlab.lbl.gov,,,,lbl.gov,false,true,false,false,false,false,false,false,false,false,false,,lbl.gov,gov
bpd-api.lbl.gov,,,,lbl.gov,false,true,false,false,false,false,false,false,false,false,false,,lbl.gov,gov
bpd-labs-api.lbl.gov,,,,lbl.gov,false,true,false,false,false,false,false,false,false,false,false,,lbl.gov,gov
bpd.lbl.gov,,,,lbl.gov,false,true,false,true,false,false,false,false,false,false,false,true,lbl.gov,gov
brangaene.lbl.gov,,,,lbl.gov,false,true,false,false,false,false,false,false,false,false,false,,lbl.gov,gov
brass.lbl.gov,,,,lbl.gov,false,true,false,false,false,false,false,false,false,false,false,,lbl.gov,gov
bsisb.lbl.gov,,,,lbl.gov,false,true,false,true,false,false,false,false,false,false,false,true,lbl.gov,gov
btjrc.lbl.gov,,,,lbl.gov,false,true,false,false,false,false,false,false,false,false,false,,lbl.gov,gov
btus.lbl.gov,,,,lbl.gov,false,true,false,false,false,false,false,false,false,false,false,,lbl.gov,gov
buds.als.lbl.gov,,,,lbl.gov,false,true,false,false,false,false,false,false,false,false,false,,lbl.gov,gov
building-microgrid.lbl.gov,,,,lbl.gov,false,true,false,false,false,false,false,false,false,false,false,,lbl.gov,gov
buildings.lbl.gov,,,,lbl.gov,false,true,false,true,false,false,false,false,false,false,false,true,lbl.gov,gov
